0,9999
10.3849,9988.46
23.9787,9982.52
133.553,9939.21
344.365,9884.28
713.721,9885.66
719,9914
750.878,9885.8
789.739,9885.94
797,9959
852.932,9886.18
1281.06,9887.77
1392,9955
1469.14,9888.47
1739.53,9889.48
1760,9952
1793.43,9889.68
3030.12,9894.28
3161,9985
3216.38,9894.98
3374.25,9895.57
3486.29,9904.78
3527,9992
3565.84,9943.46
3574,9959
3587.15,9916.82
3589.96,9913.31
4026.12,9949.19
4035,9967
4039.11,9950.26
4425,9982
4581.4,9875.15
4619,9970
4883.76,9888.24
4970,9980
5024.07,9844.92
5303.31,9758.69
5988.62,9791.98
6034,9877
6078.12,9877.19
6121,9936
6132.3,9877.43
6551.82,9879.27
6552,9900
6555.1,9879.29
6843.66,9880.56
6960.16,9893.85
6983,9918
6985.04,9896.69
7288.81,9931.35
7357,9999
7377.53,9944.11
7664,9998
7664.74,9884.16
7697.1,9884.3
7970,9990
8008.63,9890.11
8177.78,9898.33
8182,9962
8194.01,9899.11
8249.34,9901.8
8294,9911.54
8316,9949
8323.13,9917.89
8420.32,9939.08
8461,9967
8472.74,9950.51
8530,9963
8688.43,9923.13
8871,9932
8871.28,9877.12
9018.7,9840.02
9046,9934
9068.46,9835.81
9113,9853
9113.94,9816.06
9206.3,9792.81
9217,9915
9227.43,9787.5
9309.38,9766.88
9375,9893
9411.98,9771.61
9418.68,9800.6
9419,9917
9518.95,9912.19
9527,9985
9529.79,9911.67
9547.39,9910.82
9554,9948
9554.2,9910.49
9605.48,9908.03
9606,9975
9617.35,9907.46
9683.54,9904.27
9692,9968
9692.1,9903.86
9813.18,9898.03
9814,9939
9815.62,9897.92
9826.94,9897.37
9838,9965
9846.53,9896.43
9851.5,9896.19
9852,9910
9852.17,9896.16
9857.88,9895.88
9859,9900
9859.13,9895.82
9878.03,9894.91
9879,9937
9879.52,9894.84
9897,9894
9898.25,9855.9
9899.48,9855.85
9900,9933
9902.39,9855.74
9905.03,9855.63
9907,9904
9907.86,9866.18
9912.83,9906.61
9914,9975
9915.36,9927.24
9920,9965
9920.57,9855.03
9922.75,9854.95
9923,10000
9923.05,9854.94
9927.99,9854.74
9928,9858
9928.02,9854.74
9931.48,9854.61
9932,9963
9935.2,9878.38
9937,9991
9938.07,9877.86
9941.97,9914.75
9942,9966
9942.03,9915.35
9944,9934
9945.08,9878.2
9950.81,9894.09
9951.59,9919.56
9952,9989
9952.06,9934.6
9954,9998
9954.25,9903.61
9954.94,9905.53
9955,9969
9955.9,9911.61
9959,9967
9959.19,9917.3
9971,9950
9971.72,9931.13
9972.79,9933.33
9973,9985
9973.01,9933.79
9978.23,9944.54
9980,9999
9980.05,9948.29
9988.68,9966.06
9989,9972
9989,9966.71
9994,9977
9994.08,9886.08
9994.15,9886.71
9994.72,9909.73
9995,9974
9995.01,9921.91
9995.84,9955.34
9996,9992
9996.02,9954.38
9996.16,9905.26
9996.64,9909.69
9997,9998
9997.5,9877.31
9998,9988
9998.03,9862.29
9999,9993
9999.16,9657.26
9999.51,9689.86
9999.68,9740.19
10000,9972.97
10000,9986
