1000

0,1738
4036,2511
4184,1260
9684,7072
9701,9781
9990,4334
9997,2957
9999,2607
10000,671

0,8342
5406,8885
7079,3489
9964,8370
9965,6318
9973,2467
9979,338
9981,8480
9988,7028
9990,9654
9996,7133
9998,6064
9999,7526
10000,2791

0,9543
2793,5985
5034,7279
8666,1912
9407,9333
9961,2673
9964,1564
9965,4231
9976,6737
9999,1580
10000,5323

0,6808
5477,55
7516,4982
7650,6476
8231,1599
9846,2880
9895,6616
9933,6705
9969,9085
9983,937
9989,249
9995,6340
9998,2827
9999,1420
10000,5467

0,9309
2271,7179
4642,7406
8279,6941
9406,1973
9869,3782
9923,6572
9964,5089
9965,8046
9971,3662
9987,229
9988,3863
9996,7407
9999,8046
10000,4226

0,1571
534,4082
6151,5258
7643,6869
9638,1661
9940,551
9970,8865
9977,3483
9987,6657
9988,8805
9998,99
9999,8176
10000,5067

0,788
4620,3918
6122,6845
8198,1338
8753,6560
9496,1492
9862,2822
9963,5023
9965,7254
9982,19
9994,7388
9996,2733
9998,6722
9999,7580
10000,7422

0,7992
7291,141
9165,1525
9793,3690
9984,5142
9990,4816
9994,8158
9998,2719
9999,9773
10000,1060

0,3203
7217,5912
7607,8773
9963,1029
9982,282
9995,1201
9999,9945
10000,6193

0,5278
5285,7388
9936,1193
9989,1522
9994,8878
9999,1743
10000,9613

0,6018
6610,4531
9984,5811
9996,7577
9999,8078
10000,1362

0,641
5020,2196
6374,9271
7333,205
7657,4904
9672,4561
9786,5846
9826,9073
9939,5660
9965,180
9987,5864
9998,5956
9999,1961
10000,6921

0,3725
890,7830
7764,5058
8336,3130
8470,8178
8493,5332
9079,1107
9368,7897
9843,3117
9895,5233
9917,4856
9991,8602
9998,5320
9999,3156
10000,7852

0,2114
3068,5485
4216,9484
5793,6226
6124,3555
8693,7342
9394,1365
9741,6333
9889,376
9991,2385
9994,5317
9997,133
9999,3491
10000,6642

0,326
83,5925
9577,3891
9944,4344
9976,9045
9996,2038
9999,1935
10000,8832

0,2729
7137,5523
9511,3388
9843,1692
9980,8833
9988,6558
9997,6432
9998,829
9999,8885
10000,47

0,8200
8888,5392
9684,7127
9929,265
9982,6057
9987,834
9997,682
9998,7557
9999,8847
10000,8759

0,2838
8138,7507
9296,6091
9971,4768
9986,3235
9990,2008
9997,1145
9998,8207
9999,242
10000,1737

0,8775
9796,8492
9870,647
9997,4181
9999,4473
10000,8495

0,5518
9937,2726
9948,620
9988,1558
9997,1895
9999,1337
10000,4007

0,6785
6018,8718
8313,2844
8608,4591
9785,6057
9971,9581
9972,2169
9990,823
9991,3792
9997,697
9999,2520
10000,4932

0,3285
2385,499
7680,7479
8145,1265
9770,3326
9962,9329
9963,6989
9972,2634
9991,8625
9998,7486
9999,5258
10000,9885

0,1338
5011,495
8800,7507
9599,6861
9911,3150
9956,2476
9965,2133
9986,8295
9990,5661
9996,8970
9999,8568
10000,4421

0,6286
2654,3481
4295,6541
5085,3213
9056,3540
9381,7371
9606,7903
9770,9599
9906,3076
9944,1357
9998,8557
9999,6427
10000,2161

0,6114
8344,3844
9054,3774
9317,9249
9391,9628
9415,5048
9822,3022
9887,8234
9941,9842
9944,6001
9991,5901
9996,4913
9997,8643
9998,2557
9999,4857
10000,1373

0,5243
7981,6562
8866,7453
9569,9715
9817,7614
9880,7544
9969,104
9991,8713
9997,1020
9999,1340
10000,3375

0,7247
8925,8969
9687,8136
9872,4314
9920,4286
9988,9220
9997,1504
9998,3262
9999,2143
10000,4905

